,box_loss,object_loss,no_object_loss,class_loss,total_loss
0,0.1501140594482422,0.03919729217886925,0.7126099467277527,1.9898337125778198,2.8917551040649414
1,0.16169007122516632,0.026370715349912643,0.6674479842185974,1.9882978200912476,2.843806743621826
2,0.19389693439006805,0.04795633256435394,0.6497365236282349,1.9629863500595093,2.8545761108398438
3,0.177959144115448,0.10584810376167297,0.49275901913642883,2.176358222961426,2.9529244899749756
4,0.19389544427394867,0.04116612300276756,0.5147491097450256,1.849503755569458,2.5993144512176514
5,0.1742250919342041,0.04061032831668854,0.5643463730812073,1.9546269178390503,2.733808755874634
6,0.19245725870132446,0.04255111142992973,0.5634087324142456,1.9149854183197021,2.713402509689331
7,0.10477705299854279,0.027702555060386658,0.4125519096851349,1.3733141422271729,1.9183456897735596
8,0.13164401054382324,0.029335377737879753,0.4373818039894104,1.757073998451233,2.3554351329803467
9,0.1708109825849533,0.03918662667274475,0.51437908411026,1.9131766557693481,2.6375532150268555
10,0.11475019156932831,0.02718784473836422,0.3430923819541931,1.2916244268417358,1.776654839515686
11,0.16858312487602234,0.0351693220436573,0.3548833727836609,1.651897668838501,2.210533618927002
12,0.21051789820194244,0.04537719115614891,0.4519094228744507,1.9079054594039917,2.6157100200653076
13,0.152729332447052,0.021291790530085564,0.4481303095817566,1.9448236227035522,2.5669751167297363
14,0.1129470244050026,0.0556313656270504,0.3128461539745331,0.8189172744750977,1.3003418445587158
15,0.16752609610557556,0.03174610063433647,0.3094576597213745,1.6314867734909058,2.140216588973999
16,0.2061420977115631,0.04311927407979965,0.4168071448802948,1.9012982845306396,2.5673668384552
17,0.19135086238384247,0.020621323958039284,0.2790856957435608,0.43971142172813416,0.9307693243026733
18,0.14417818188667297,0.03396604210138321,0.26270416378974915,1.5859460830688477,2.02679443359375
19,0.20256930589675903,0.045333825051784515,0.3652533292770386,1.900855302810669,2.514011859893799
20,0.1699073165655136,0.011953383684158325,0.36256328225135803,1.9026092290878296,2.447033166885376
21,0.11230101436376572,0.061719272285699844,0.26026400923728943,0.31237784028053284,0.7466621398925781
22,0.1419091820716858,0.03662663698196411,0.23953792452812195,1.441486120223999,1.8595598936080933
23,0.20609953999519348,0.039364513009786606,0.33575165271759033,1.8932716846466064,2.4744873046875
24,0.10933301597833633,0.06237146630883217,0.2362014204263687,0.28042420744895935,0.6883301138877869
25,0.1903737634420395,0.03909860923886299,0.210246279835701,1.418980360031128,1.858699083328247
26,0.16482937335968018,0.03456906974315643,0.3004206717014313,1.8831971883773804,2.383016347885132
27,0.19431671500205994,0.05244994908571243,0.2977394461631775,1.8512179851531982,2.395724058151245
28,0.13734042644500732,0.07412724941968918,0.22533708810806274,0.13777311146259308,0.5745778679847717
29,0.13467222452163696,0.033225398510694504,0.19610927999019623,1.2017513513565063,1.565758228302002
30,0.19308488070964813,0.037532929331064224,0.2786984443664551,1.850180983543396,2.359497308731079
31,0.07689670473337173,0.08308466523885727,0.20224647223949432,0.07733877748250961,0.43956664204597473
32,0.17913112044334412,0.04511058330535889,0.17833320796489716,1.0503911972045898,1.4529660940170288
33,0.18749506771564484,0.033580973744392395,0.25199854373931885,1.8491430282592773,2.3222177028656006
34,0.28336143493652344,0.06936062127351761,0.24988821148872375,1.8781087398529053,2.4807190895080566
35,0.1507115215063095,0.048038549721241,0.1949232518672943,0.08479735255241394,0.47847068309783936
36,0.19052909314632416,0.04517675191164017,0.17021721601486206,1.1376001834869385,1.5435233116149902
37,0.17492815852165222,0.03565400093793869,0.23404647409915924,1.852830171585083,2.2974588871002197
38,0.07496745884418488,0.08666417002677917,0.17871487140655518,0.18419791758060455,0.5245444178581238
39,0.18316705524921417,0.055539000779390335,0.15933191776275635,0.9776561260223389,1.3756940364837646
40,0.21836766600608826,0.039097514003515244,0.21196919679641724,1.8248231410980225,2.294257640838623
41,0.28917285799980164,0.040662895888090134,0.21276280283927917,1.9013279676437378,2.4439265727996826
42,0.7274301052093506,0.0801725834608078,0.17118029296398163,0.061331674456596375,1.0401146411895752
43,0.17635446786880493,0.04938815161585808,0.15589328110218048,0.9584232568740845,1.3400591611862183
44,0.21549582481384277,0.03365585207939148,0.19675704836845398,1.7663283348083496,2.2122371196746826
45,0.4865809381008148,0.04110167920589447,0.1563081294298172,0.08747925609350204,0.7714699506759644
46,0.2579801678657532,0.042398225516080856,0.14478786289691925,0.6250306367874146,1.0701968669891357
47,0.2014945149421692,0.036800701171159744,0.1767345517873764,1.785901665687561,2.2009315490722656
48,0.24639925360679626,0.046870484948158264,0.17526541650295258,1.911865472793579,2.3804006576538086
49,0.10342423617839813,0.07589472085237503,0.15056976675987244,0.06005224585533142,0.3899409770965576
50,0.25307440757751465,0.04857507720589638,0.14211969077587128,0.7160733938217163,1.1598424911499023
51,0.23161301016807556,0.04169313982129097,0.16236327588558197,1.6615228652954102,2.0971922874450684
52,0.145920991897583,0.08027146756649017,0.1427285373210907,0.072686567902565,0.4416075348854065
53,0.18333683907985687,0.03911541774868965,0.13407430052757263,0.695917010307312,1.052443504333496
54,0.2165679782629013,0.03814227506518364,0.14632652699947357,1.6648852825164795,2.0659220218658447
55,0.13016977906227112,0.07689153403043747,0.14357547461986542,1.4787055253982544,1.8293423652648926
56,0.09149056673049927,0.03308846056461334,0.1379171907901764,0.06658772379159927,0.32908394932746887
57,0.21702474355697632,0.04831497743725777,0.1302473247051239,0.47196146845817566,0.8675485253334045
58,0.20933790504932404,0.03900342807173729,0.13474759459495544,1.5810714960098267,1.964160442352295
59,0.08208977431058884,0.0732867494225502,0.1279778629541397,0.10968140512704849,0.39303579926490784
60,0.21594254672527313,0.06238343194127083,0.12563303112983704,0.4245469868183136,0.8285059928894043
61,0.2134874314069748,0.04457792639732361,0.12274467200040817,1.6686885356903076,2.0494985580444336
62,0.23631806671619415,0.05732591077685356,0.12559835612773895,1.656703233718872,2.0759456157684326
63,0.14746518433094025,0.08054056018590927,0.12694492936134338,0.04403504356741905,0.39898571372032166
64,0.16695359349250793,0.05515790358185768,0.12240862101316452,0.2778227627277374,0.6223428845405579
65,0.2364879995584488,0.044648829847574234,0.11517295241355896,1.5489847660064697,1.9452946186065674
66,0.06349951028823853,0.10456361621618271,0.11699986457824707,0.04702833667397499,0.3320913314819336
67,0.20262742042541504,0.05763831362128258,0.1189972534775734,0.40325668454170227,0.7825196981430054
68,0.22375352680683136,0.040060073137283325,0.10714946687221527,1.476715326309204,1.8476784229278564
69,0.13954663276672363,0.039829500019550323,0.1068769171833992,1.880367636680603,2.1666207313537598
70,0.06372293829917908,0.020138341933488846,0.11476348340511322,0.04250077158212662,0.24112552404403687
71,0.15426306426525116,0.04870991036295891,0.11625160276889801,0.2331072986125946,0.5523319244384766
72,0.25692951679229736,0.04082062840461731,0.10109240561723709,1.5200300216674805,1.918872594833374
73,0.20134565234184265,0.038497939705848694,0.1106567531824112,0.050250399857759476,0.4007507562637329
74,0.14276491105556488,0.05605854466557503,0.11281105875968933,0.16968081891536713,0.4813153147697449
75,0.2491627186536789,0.039397042244672775,0.09404027462005615,1.4510674476623535,1.833667516708374
76,0.34332555532455444,0.03681667894124985,0.09284532815217972,1.564119577407837,2.037107229232788
77,0.29974815249443054,0.021490799263119698,0.10859958082437515,0.03676273301243782,0.46660128235816956
78,0.15576404333114624,0.06031004711985588,0.11414467543363571,0.15549515187740326,0.4857138991355896
79,0.25301721692085266,0.05189216509461403,0.09204111248254776,1.3700419664382935,1.766992449760437
80,0.08935188502073288,0.04731561243534088,0.1033032014966011,0.054714832454919815,0.2946855127811432
81,0.1408979594707489,0.07261025905609131,0.107634998857975,0.1778145432472229,0.4989577531814575
82,0.21040835976600647,0.05443378537893295,0.08484258502721786,1.3605388402938843,1.7102235555648804
83,0.2443419247865677,0.054729215800762177,0.08529819548130035,1.664596676826477,2.0489659309387207
84,0.11698304116725922,0.036223214119672775,0.1028658077120781,0.03323754295706749,0.28930962085723877
85,0.15694132447242737,0.05255948379635811,0.10712970048189163,0.15715789794921875,0.47378841042518616
86,0.22604849934577942,0.0508650504052639,0.08213332295417786,1.2300692796707153,1.589116096496582
